-2.675280 2.963183
-2.656440 2.899150
-2.637600 2.834840
-2.618760 2.770363
-2.599920 2.705821
-2.581080 2.641306
-2.562240 2.576901
-2.543400 2.512684
-2.524560 2.448723
-2.505720 2.385080
-2.486880 2.321811
-2.468040 2.258965
-2.449200 2.196585
-2.430360 2.134710
-2.411520 2.073373
-2.392680 2.012604
-2.373840 1.952429
-2.355000 1.892868
-2.336160 1.833940
-2.317320 1.775660
-2.298480 1.718040
-2.279640 1.661091
-2.260800 1.604821
-2.241960 1.549234
-2.223120 1.494335
-2.204280 1.440127
-2.185440 1.386610
-2.166600 1.333785
-2.147760 1.281650
-2.128920 1.230202
-2.110080 1.179440
-2.091240 1.129358
-2.072400 1.079953
-2.053560 1.031219
-2.034720 0.983152
-2.015880 0.935746
-1.997040 0.888993
-1.978200 0.842889
-1.959360 0.797426
-1.940520 0.752598
-1.921680 0.708398
-1.902840 0.664819
-1.884000 0.621854
-1.865160 0.579497
-1.846320 0.537739
-1.827480 0.496575
-1.808640 0.455998
-1.789800 0.416000
-1.770960 0.376575
-1.752120 0.337717
-1.733280 0.299418
-1.714440 0.261673
-1.695600 0.224475
-1.676760 0.187818
-1.657920 0.151695
-1.639080 0.116102
-1.620240 0.081032
-1.601400 0.046480
-1.582560 0.012440
-1.563720 0.021094
-1.544880 0.054126
-1.526040 0.086661
-1.507200 0.118704
-1.488360 0.150261
-1.469520 0.181336
-1.450680 0.211932
-1.431840 0.242056
-1.413000 0.271710
-1.394160 0.300899
-1.375320 0.329627
-1.356480 0.357898
-1.337640 0.385715
-1.318800 0.413082
-1.299960 0.440003
-1.281120 0.466481
-1.262280 0.492519
-1.243440 0.518120
-1.224600 0.543287
-1.205760 0.568024
-1.186920 0.592333
-1.168080 0.616216
-1.149240 0.639677
-1.130400 0.662718
-1.111560 0.685341
-1.092720 0.707549
-1.073880 0.729344
-1.055040 0.750728
-1.036200 0.771704
-1.017360 0.792272
-0.998520 0.812437
-0.979680 0.832198
-0.960840 0.851558
-0.942000 0.870519
-0.923160 0.889082
-0.904320 0.907250
-0.885480 0.925023
-0.866640 0.942402
-0.847800 0.959391
-0.828960 0.975989
-0.810120 0.992199
-0.791280 1.008020
-0.772440 1.023456
-0.753600 1.038506
-0.734760 1.053172
-0.715920 1.067456
-0.697080 1.081357
-0.678240 1.094877
-0.659400 1.108017
-0.640560 1.120778
-0.621720 1.133161
-0.602880 1.145166
-0.584040 1.156795
-0.565200 1.168047
-0.546360 1.178925
-0.527520 1.189427
-0.508680 1.199556
-0.489840 1.209312
-0.471000 1.218695
-0.452160 1.227706
-0.433320 1.236345
-0.414480 1.244613
-0.395640 1.252511
-0.376800 1.260038
-0.357960 1.267195
-0.339120 1.273984
-0.320280 1.280403
-0.301440 1.286454
-0.282600 1.292136
-0.263760 1.297450
-0.244920 1.302397
-0.226080 1.306976
-0.207240 1.311188
-0.188400 1.315033
-0.169560 1.318511
-0.150720 1.321623
-0.131880 1.324368
-0.113040 1.326747
-0.094200 1.328760
-0.075360 1.330406
-0.056520 1.331687
-0.037680 1.332602
-0.018840 1.333150
0.000000 1.333333
0.018840 1.333150
0.037680 1.332602
0.056520 1.331687
0.075360 1.330406
0.094200 1.328760
0.113040 1.326747
0.131880 1.324368
0.150720 1.321623
0.169560 1.318511
0.188400 1.315033
0.207240 1.311188
0.226080 1.306976
0.244920 1.302397
0.263760 1.297450
0.282600 1.292136
0.301440 1.286454
0.320280 1.280403
0.339120 1.273984
0.357960 1.267195
0.376800 1.260038
0.395640 1.252511
0.414480 1.244613
0.433320 1.236345
0.452160 1.227706
0.471000 1.218695
0.489840 1.209312
0.508680 1.199556
0.527520 1.189427
0.546360 1.178925
0.565200 1.168047
0.584040 1.156795
0.602880 1.145166
0.621720 1.133161
0.640560 1.120778
0.659400 1.108017
0.678240 1.094877
0.697080 1.081357
0.715920 1.067456
0.734760 1.053172
0.753600 1.038506
0.772440 1.023456
0.791280 1.008020
0.810120 0.992199
0.828960 0.975989
0.847800 0.959391
0.866640 0.942402
0.885480 0.925023
0.904320 0.907250
0.923160 0.889082
0.942000 0.870519
0.960840 0.851558
0.979680 0.832198
0.998520 0.812437
1.017360 0.792272
1.036200 0.771704
1.055040 0.750728
1.073880 0.729344
1.092720 0.707549
1.111560 0.685341
1.130400 0.662718
1.149240 0.639677
1.168080 0.616216
1.186920 0.592333
1.205760 0.568024
1.224600 0.543287
1.243440 0.518120
1.262280 0.492519
1.281120 0.466481
1.299960 0.440003
1.318800 0.413082
1.337640 0.385715
1.356480 0.357898
1.375320 0.329627
1.394160 0.300899
1.413000 0.271710
1.431840 0.242056
1.450680 0.211932
1.469520 0.181336
1.488360 0.150261
1.507200 0.118704
1.526040 0.086661
1.544880 0.054126
1.563720 0.021094
1.582560 0.012440
1.601400 0.046480
1.620240 0.081032
1.639080 0.116102
1.657920 0.151695
1.676760 0.187818
1.695600 0.224475
1.714440 0.261673
1.733280 0.299418
1.752120 0.337717
1.770960 0.376575
1.789800 0.416000
1.808640 0.455998
1.827480 0.496575
1.846320 0.537739
1.865160 0.579497
1.884000 0.621854
1.902840 0.664819
1.921680 0.708398
1.940520 0.752598
1.959360 0.797426
1.978200 0.842889
1.997040 0.888993
2.015880 0.935746
2.034720 0.983152
2.053560 1.031219
2.072400 1.079953
2.091240 1.129358
2.110080 1.179440
2.128920 1.230202
2.147760 1.281650
2.166600 1.333785
2.185440 1.386610
2.204280 1.440127
2.223120 1.494335
2.241960 1.549234
2.260800 1.604821
2.279640 1.661091
2.298480 1.718040
2.317320 1.775660
2.336160 1.833940
2.355000 1.892868
2.373840 1.952429
2.392680 2.012604
2.411520 2.073373
2.430360 2.134710
2.449200 2.196585
2.468040 2.258965
2.486880 2.321811
2.505720 2.385080
2.524560 2.448723
2.543400 2.512684
2.562240 2.576901
2.581080 2.641306
2.599920 2.705821
2.618760 2.770363
2.637600 2.834840
2.656440 2.899150
2.675280 2.963183
2.694120 3.026821
2.712960 3.089933
2.731800 3.152383
2.750640 3.214022
2.769480 3.274693
2.788320 3.334230
2.807160 3.392460
2.826000 3.449198
2.844840 3.504256
2.863680 3.557439
2.882520 3.608546
2.901360 3.657374
2.920200 3.703720
2.939040 3.747379
2.957880 3.788152
2.976720 3.825843
2.995560 3.860264
3.014400 3.891238
3.033240 3.918599
3.052080 3.942199
3.070920 3.961904
3.089760 3.977602
3.108600 3.989201
3.127440 3.996634
3.146280 3.999855
3.165120 3.998846
3.183960 3.993613
3.202800 3.984186
3.221640 3.970622
3.240480 3.953001
3.259320 3.931423
3.278160 3.906012
3.297000 3.876909
3.315840 3.844270
3.334680 3.808267
3.353520 3.769082
3.372360 3.726908
3.391200 3.681943
3.410040 3.634388
3.428880 3.584447
3.447720 3.532326
3.466560 3.478224
3.485400 3.422341
3.504240 3.364868
3.523080 3.305993
3.541920 3.245893
3.560760 3.184740
3.579600 3.122696
3.598440 3.059912
3.617280 2.996533
3.636120 2.932691
3.654960 2.868512
3.673800 2.804109
3.692640 2.739589
3.711480 2.675049
3.730320 2.610576
3.749160 2.546252
3.768000 2.482149
3.786840 2.418332
3.805680 2.354861
3.824520 2.291788
3.843360 2.229158
3.862200 2.167015
3.881040 2.105393
3.899880 2.044324
3.918720 1.983835
3.937560 1.923950
3.956400 1.864689
3.975240 1.806068
3.994080 1.748101
4.012920 1.690801
4.031760 1.634174
4.050600 1.578229
4.069440 1.522970
4.088280 1.468400
4.107120 1.414522
4.125960 1.361335
4.144800 1.308839
4.163640 1.257032
4.182480 1.205911
4.201320 1.155474
4.220160 1.105715
4.239000 1.056631
4.257840 1.008216
4.276680 0.960465
4.295520 0.913371
4.314360 0.866928
4.333200 0.821131
4.352040 0.775971
4.370880 0.731444
4.389720 0.687541
4.408560 0.644255
4.427400 0.601581
4.446240 0.559511
4.465080 0.518037
4.483920 0.477154
4.502760 0.436853
4.521600 0.397130
4.540440 0.357976
4.559280 0.319385
4.578120 0.281351
4.596960 0.243868
4.615800 0.206928
4.634640 0.170527
4.653480 0.134657
4.672320 0.099314
4.691160 0.064492
4.710000 0.030184
4.728840 0.003613
4.747680 0.036907
4.766520 0.069701
4.785360 0.102002
4.804200 0.133812
4.823040 0.165139
4.841880 0.195985
4.860720 0.226355
4.879560 0.256254
4.898400 0.285686
4.917240 0.314655
4.936080 0.343165
4.954920 0.371219
4.973760 0.398821
4.992600 0.425975
5.011440 0.452684
5.030280 0.478952
5.049120 0.504781
5.067960 0.530175
5.086800 0.555136
5.105640 0.579669
5.124480 0.603774
5.143320 0.627456
5.162160 0.650716
5.181000 0.673558
5.199840 0.695983
5.218680 0.717993
5.237520 0.739592
5.256360 0.760781
5.275200 0.781562
5.294040 0.801938
5.312880 0.821910
5.331720 0.841479
5.350560 0.860649
5.369400 0.879420
5.388240 0.897795
5.407080 0.915774
5.425920 0.933359
5.444760 0.950552
5.463600 0.967354
5.482440 0.983767
5.501280 0.999791
5.520120 1.015429
5.538960 1.030680
5.557800 1.045547
5.576640 1.060031
5.595480 1.074132
5.614320 1.087851
5.633160 1.101190
5.652000 1.114149
5.670840 1.126730
5.689680 1.138932
5.708520 1.150758
5.727360 1.162207
5.746200 1.173281
5.765040 1.183979
5.783880 1.194304
5.802720 1.204255
5.821560 1.213833
5.840400 1.223038
5.859240 1.231872
5.878080 1.240334
5.896920 1.248425
5.915760 1.256146
5.934600 1.263497
5.953440 1.270478
5.972280 1.277091
5.991120 1.283334
6.009960 1.289209
6.028800 1.294716
6.047640 1.299855
6.066480 1.304626
6.085320 1.309030
6.104160 1.313067
6.123000 1.316737
6.141840 1.320041
6.160680 1.322978
6.179520 1.325548
6.198360 1.327752
6.217200 1.329591
6.236040 1.331063
6.254880 1.332169
6.273720 1.332909
6.292560 1.333283
6.311400 1.333292
6.330240 1.332934
6.349080 1.332211
6.367920 1.331122
6.386760 1.329667
6.405600 1.327846
6.424440 1.325658
6.443280 1.323105
6.462120 1.320185
6.480960 1.316899
6.499800 1.313245
6.518640 1.309225
6.537480 1.304838
6.556320 1.300084
6.575160 1.294962
6.594000 1.289472
6.612840 1.283614
6.631680 1.277388
6.650520 1.270793
6.669360 1.263829
6.688200 1.256495
6.707040 1.248791
6.725880 1.240717
6.744720 1.232272
6.763560 1.223455
6.782400 1.214267
6.801240 1.204707
6.820080 1.194773
6.838920 1.184466
6.857760 1.173784
6.876600 1.162728
6.895440 1.151297
6.914280 1.139488
6.933120 1.127303
6.951960 1.114740
6.970800 1.101799
6.989640 1.088477
7.008480 1.074776
7.027320 1.060692
7.046160 1.046227
7.065000 1.031378
7.083840 1.016144
7.102680 1.000524
7.121520 0.984518
7.140360 0.968123
7.159200 0.951339
7.178040 0.934164
7.196880 0.916597
7.215720 0.898636
7.234560 0.880280
7.253400 0.861527
7.272240 0.842376
7.291080 0.822825
7.309920 0.802872
7.328760 0.782515
7.347600 0.761753
7.366440 0.740582
7.385280 0.719003
7.404120 0.697011
7.422960 0.674605
7.441800 0.651783
7.460640 0.628543
7.479480 0.604880
7.498320 0.580795
7.517160 0.556282
7.536000 0.531340
7.554840 0.505967
7.573680 0.480158
7.592520 0.453910
7.611360 0.427222
7.630200 0.400088
7.649040 0.372507
7.667880 0.344474
7.686720 0.315986
7.705560 0.287038
7.724400 0.257628
7.743240 0.227750
7.762080 0.197402
7.780920 0.166578
7.799760 0.135274
7.818600 0.103486
7.837440 0.071208
7.856280 0.038437
7.875120 0.005166
7.893960 0.028608
7.912800 0.062892
7.931640 0.097690
7.950480 0.133009
7.969320 0.168854
7.988160 0.205230
8.007000 0.242145
8.025840 0.279603
8.044680 0.317611
8.063520 0.356176
8.082360 0.395304
8.101200 0.435001
8.120040 0.475274
8.138880 0.516131
8.157720 0.557577
8.176560 0.599619
8.195400 0.642266
8.214240 0.685522
8.233080 0.729397
8.251920 0.773895
8.270760 0.819025
8.289600 0.864793
8.308440 0.911205
8.327280 0.958269
8.346120 1.005990
8.364960 1.054374
8.383800 1.103427
8.402640 1.153154
8.421480 1.203560
8.440320 1.254649
8.459160 1.306424
8.478000 1.358888
8.496840 1.412043
8.515680 1.465889
8.534520 1.520427
8.553360 1.575654
8.572200 1.631568
8.591040 1.688163
8.609880 1.745433
8.628720 1.803369
8.647560 1.861959
8.666400 1.921191
8.685240 1.981048
8.704080 2.041509
8.722920 2.102552
8.741760 2.164149
8.760600 2.226269
8.779440 2.288877
8.798280 2.351931
8.817120 2.415385
8.835960 2.479186
8.854800 2.543278
8.873640 2.607593
8.892480 2.672061
8.911320 2.736600
8.930160 2.801123
8.949000 2.865533
8.967840 2.929726
8.986680 2.993585
9.005520 3.056989
9.024360 3.119803
9.043200 3.181885
9.062040 3.243083
9.080880 3.303235
9.099720 3.362171
9.118560 3.419712
9.137400 3.475674
9.156240 3.529862
9.175080 3.582080
9.193920 3.632126
9.212760 3.679796
9.231600 3.724886
9.250440 3.767194
9.269280 3.806521
9.288120 3.842675
9.306960 3.875474
9.325800 3.904745
9.344640 3.930330
9.363480 3.952088
9.382320 3.969895
9.401160 3.983649
